timestamp,index,utilization.gpu,utilization.memory,memory.used,memory.total,power.draw
2026/05/31 01:41:01.624, 0, 0, 0, 2753, 143771, 133.02
2026/05/31 01:41:11.652, 0, 0, 0, 2753, 143771, 131.35
2026/05/31 01:41:21.727, 0, 0, 0, 2753, 143771, 133.16
2026/05/31 01:41:31.755, 0, 0, 0, 2753, 143771, 192.75
2026/05/31 01:41:41.781, 0, 0, 0, 2753, 143771, 131.41
2026/05/31 01:41:51.808, 0, 0, 0, 2753, 143771, 131.27
2026/05/31 01:42:01.832, 0, 0, 0, 2753, 143771, 201.75
2026/05/31 01:42:11.859, 0, 0, 0, 2753, 143771, 131.44
2026/05/31 01:42:21.884, 0, 0, 0, 2753, 143771, 131.30
2026/05/31 01:42:31.909, 0, 0, 0, 2753, 143771, 239.29
2026/05/31 01:42:41.935, 0, 0, 0, 2753, 143771, 131.41
2026/05/31 01:42:51.962, 0, 0, 0, 2753, 143771, 131.32
2026/05/31 01:43:01.986, 0, 0, 0, 2753, 143771, 250.43
2026/05/31 01:43:12.013, 0, 0, 0, 2753, 143771, 131.44
2026/05/31 01:43:22.039, 0, 0, 0, 2753, 143771, 131.27
2026/05/31 01:43:32.065, 0, 48, 10, 2753, 143771, 234.58
2026/05/31 01:43:42.092, 0, 0, 0, 2753, 143771, 131.60
2026/05/31 01:43:52.118, 0, 0, 0, 2753, 143771, 131.35
2026/05/31 01:44:02.144, 0, 35, 7, 2753, 143771, 152.56
2026/05/31 01:44:12.170, 0, 0, 0, 2753, 143771, 179.52
2026/05/31 01:44:22.198, 0, 0, 0, 2753, 143771, 131.42
2026/05/31 01:44:32.226, 0, 0, 0, 2753, 143771, 131.25
2026/05/31 01:44:42.254, 0, 0, 0, 2753, 143771, 249.84
2026/05/31 01:44:52.280, 0, 0, 0, 0, 143771, 134.07
2026/05/31 01:45:02.306, 0, 0, 0, 0, 143771, 85.11
2026/05/31 01:45:12.333, 0, 0, 0, 0, 143771, 84.96
2026/05/31 01:45:22.363, 0, 0, 0, 0, 143771, 84.88
2026/05/31 01:45:32.392, 0, 0, 0, 0, 143771, 84.85
2026/05/31 01:45:42.421, 0, 0, 0, 0, 143771, 84.81
2026/05/31 01:45:52.450, 0, 0, 0, 0, 143771, 84.77
2026/05/31 01:46:02.481, 0, 0, 0, 0, 143771, 84.77
2026/05/31 01:46:12.509, 0, 0, 0, 0, 143771, 84.74
2026/05/31 01:46:22.536, 0, 0, 0, 0, 143771, 84.74
2026/05/31 01:46:32.566, 0, 0, 0, 0, 143771, 84.75
2026/05/31 01:46:42.594, 0, 0, 0, 0, 143771, 84.74
2026/05/31 01:46:52.623, 0, 0, 0, 0, 143771, 84.74
2026/05/31 01:47:02.650, 0, 0, 0, 0, 143771, 84.69
2026/05/31 01:47:12.677, 0, 0, 0, 0, 143771, 84.69
2026/05/31 01:47:22.706, 0, 0, 0, 0, 143771, 84.71
2026/05/31 01:47:32.734, 0, 0, 0, 0, 143771, 84.70
2026/05/31 01:47:42.762, 0, 0, 0, 0, 143771, 84.69
2026/05/31 01:47:52.789, 0, 0, 0, 0, 143771, 84.66
2026/05/31 01:48:02.818, 0, 0, 0, 0, 143771, 84.70
2026/05/31 01:48:12.847, 0, 0, 0, 0, 143771, 84.69
2026/05/31 01:48:22.875, 0, 0, 0, 0, 143771, 84.72
2026/05/31 01:48:32.902, 0, 0, 0, 0, 143771, 84.71
2026/05/31 01:48:42.933, 0, 0, 0, 0, 143771, 84.70
2026/05/31 01:48:52.965, 0, 0, 0, 0, 143771, 84.70
2026/05/31 01:49:02.993, 0, 0, 0, 0, 143771, 84.70
2026/05/31 01:49:13.020, 0, 0, 0, 0, 143771, 84.69
2026/05/31 01:49:23.048, 0, 0, 0, 0, 143771, 84.68
2026/05/31 01:49:33.081, 0, 0, 0, 0, 143771, 84.71
2026/05/31 01:49:43.122, 0, 0, 0, 0, 143771, 84.69
2026/05/31 01:49:53.152, 0, 0, 0, 0, 143771, 84.69
